Column|Name
0|User
1|Book
2|Group
3|Card
4|Uri
5|Scheme
6|Server
7|Path
8|Name
9|Tag
10|Token
11|Data
12|Column
13|Value
14|BookSync
15|GroupSync
16|Created
17|Modified
18|RowStart
19|RowEnd
